*SUMMARY : KSGC3038SN FINNEY COUNTY MODELING                                       DSSAT Cropping System Model Ver. 4.7.1.001 -release      JUL 23, 2019; 16:38:07

!IDENTIFIERS......................... EXPERIMENT AND TREATMENT.......... SITE INFORMATION............ DATES..........................................  DRY WEIGHT, YIELD AND YIELD COMPONENTS........................................  WATER...............................................  NITROGEN............................................  PHOSPHORUS............  POTASSIUM.............  ORGANIC MATTER..........................................    WATER PRODUCTIVITY..................................................    NITROGEN PRODUCTIVITY...........  SEASONAL ENVIRONMENTAL DATA (Planting to harvest)..............
@   RUNNO   TRNO R# O# C# CR MODEL... EXNAME.. TNAM..................... FNAM.... WSTA.... SOIL_ID...    SDAT    PDAT    EDAT    ADAT    MDAT    HDAT  DWAP    CWAM    HWAM    HWAH    BWAH  PWAM    HWUM    H#AM    H#UM  HIAM  LAIX  IR#M  IRCM  PRCM  ETCM  EPCM  ESCM  ROCM  DRCM  SWXM  NI#M  NICM  NFXM  NUCM  NLCM  NIAM  CNAM  GNAM N2OEC  PI#M  PICM  PUPC  SPAM  KI#M  KICM  KUPC  SKAM  RECM  ONTAM   ONAM  OPTAM   OPAM   OCTAM    OCAM   CO2EC    DMPPM    DMPEM    DMPTM    DMPIM     YPPM     YPEM     YPTM     YPIM    DPNAM    DPNUM    YPNAM    YPNUM  NDCH TMAXA TMINA SRADA DAYLA   CO2A   PRCP   ETCP   ESCP   EPCP
      205      8  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_16              FNYCO001 GRRD8201 KS00000005 1982061 1982130 1982140 1982216 1982307 1982307   -99   25403   14694   14694   10775 19330  0.2701    5440   715.8 0.578   4.3     6   150   487   726   426   300    13    39   113     1   250     0   294     1   114   220   183   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19798  19798      0      0  226690  226690     -99     62.7     39.5     59.7    169.4     36.3     22.9     34.5     98.0    101.6     86.4     58.8     50.0   177  27.1  12.3  25.8  13.2  380.0  405.3  642.8  217.0  425.8
      206      8  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_16              FNYCO001 GRRD8301 KS00000005 1983061 1983130 1983145 1983222 1983294 1983294   -99   11376    5303    5303    6137  6666  0.2348    2258   297.2 0.466   3.6     6   150   354   609   260   349     2    39   108     1   250     0   196     1   184   132    92   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19805  19805      0      0  226488  226488     -99     42.0     22.3     43.8     75.8     19.6     10.4     20.4     35.4     45.5     58.0     21.2     27.1   164  29.3  13.6  27.0  13.4  380.0  270.7  511.2  251.4  259.9
      207      8  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_16              FNYCO001 GRRD8401 KS00000005 1984061 1984130 1984137 1984211 1984285 1984285   -99   13795    6250    6250    7605  9330  0.1575    3967   522.0 0.453   3.2     6   150   326   579   276   302     3    28   120     1   250     0   219     0   152   158   113   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19825  19825      0      0  226851  226851     -99     86.4     31.9     49.9     92.0     39.1     14.4     22.6     41.7     55.2     63.0     25.0     28.5   155  30.0  13.8  27.9  13.6  380.0  159.7  432.5  156.1  276.5
      208      8  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_16              FNYCO001 GRRD8501 KS00000005 1985061 1985130 1985140 1985214 1985280 1985280   -99   23745   13815   13815    9992 18632  0.2509    5506   724.5 0.582   3.6     6   150   430   653   411   241    13    17   151     1   250     0   326     0    74   244   204   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19807  19807      0      0  226764  226764     -99     74.7     43.4     57.7    158.3     43.5     25.3     33.6     92.1     95.0     72.8     55.3     42.4   150  29.0  13.0  27.9  13.6  380.0  317.8  546.7  135.2  411.4
      209      8  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_16              FNYCO001 GRRD8601 KS00000005 1986061 1986130 1986137 1986210 1986282 1986282   -99   22979   13069   13069    9977 17161  0.2477    5277   694.3 0.569   4.3     6   150   312   631   400   232     3     0    82     1   250     0   274     0   125   201   170   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19804  19804      0      0  226755  226755     -99     86.4     40.5     57.5    153.2     49.2     23.1     32.7     87.1     91.9     83.9     52.3     47.7   152  29.6  15.0  27.5  13.6  380.0  265.9  566.9  168.7  399.6
      210      8  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_16              FNYCO001 GRRD8701 KS00000005 1987061 1987130 1987136 1987214 1987306 1987306   -99   25124   13215   13215   11991 18247  0.2396    5515   725.7 0.526   4.8     6   150   464   748   454   294    10    46    65     1   250     0   305     1   101   206   168   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19810  19810      0      0  227017  227017     -99     73.7     38.8     55.4    167.5     38.8     20.4     29.1     88.1    100.5     82.4     52.9     43.3   176  28.3  12.8  26.6  13.2  380.0  340.9  646.9  193.1  453.8
      211      8  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_16              FNYCO001 GRRD8801 KS00000005 1988061 1988130 1988136 1988210 1988279 1988279   -99    9804    3112    3112    6755  3903  0.2761    1127   148.3 0.317   3.4     6   150   260   533   291   242     0     2   128     1   250     0   203     0   183   138    54   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19803  19803      0      0  226419  226419     -99     49.0     21.6     33.7     65.4     15.6      6.9     10.7     20.7     39.2     48.3     12.4     15.3   149  30.5  14.6  27.3  13.7  380.0  200.0  453.6  163.3  290.8
      212      8  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_16              FNYCO001 GRRD8901 KS00000005 1989061 1989130 1989140 1989216 1989298 1989298   -99   21655   12857   12857    8863 16059  0.3573    3599   473.5 0.594   4.0     6   150   469   720   419   301    12    39   103     1   250     0   322     2    80   228   186   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19808  19808      0      0  226927  226927     -99     51.1     33.3     51.7    144.4     30.3     19.8     30.7     85.7     86.6     67.3     51.4     39.9   168  27.0  12.2  26.2  13.4  380.0  423.9  649.6  231.0  418.7
      213      8  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_16              FNYCO001 GRRD9001 KS00000005 1990061 1990130 1990139 1990216 1990294 1990294   -99   18808    8881    8881    9993 13788  0.1779    4993   656.9 0.472   3.3     7   175   365   634   332   302    12    40   104     1   250     0   253     1   133   183   149   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19816  19816      0      0  226905  226905     -99     79.4     36.9     56.6    107.5     37.5     17.4     26.7     50.7     75.2     74.3     35.5     35.1   164  29.4  13.3  27.4  13.4  380.0  236.9  509.8  177.6  332.2
      214      8  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_16              FNYCO001 GRRD9101 KS00000005 1991061 1991130 1991136 1991205 1991277 1991277   -99   21542   11351   11351   10259 14407  0.3056    3714   488.7 0.527   4.1     6   150   422   698   442   257    14    39    74     1   250     0   295     2    95   207   165   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19815  19815      0      0  226922  226922     -99     61.2     35.3     48.8    143.6     32.2     18.6     25.7     75.7     86.2     73.0     45.4     38.5   147  30.4  15.3  28.1  13.7  380.0  352.2  609.9  169.5  441.9
      215      8  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_16              FNYCO001 GRRD9201 KS00000005 1992061 1992130 1992137 1992223 1992316 1992316   -99   27451   15038   15038   12488 21334  0.2871    5238   689.3 0.548   4.6     6   150   422   721   453   268     8     0    97     1   250     0   354     0    66   255   207   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19798  19798      0      0  226883  226883     -99     68.7     41.2     60.6    183.0     37.7     22.6     33.2    100.3    109.8     77.5     60.2     42.5   186  25.7  11.3  25.2  13.1  380.0  399.4  665.9  212.7  453.3
      216      8  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_16              FNYCO001 GRRD9301 KS00000005 1993061 1993130 1993139 1993214 1993309 1993309   -99   26445   14960   14960   11557 20463  0.2785    5372   706.8 0.566   4.4     5   125   511   731   423   308     9    25   129     1   250     0   332     0    72   247   202   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19811  19811      0      0  226917  226917     -99     67.0     42.7     62.5    211.6     37.9     24.1     35.4    119.7    105.8     79.7     59.8     45.1   179  26.8  11.9  26.0  13.2  380.0  395.0  619.9  196.9  423.1
      217      8  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_16              FNYCO001 GRRD9401 KS00000005 1994061 1994130 1994137 1994208 1994289 1994289   -99   24502   13006   13006   11567 18520  0.2384    5456   717.9 0.531   4.4     6   150   432   725   448   277     5    12    94     1   250     0   294     0   107   204   172   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19809  19809      0      0  226881  226881     -99     68.2     38.4     54.6    163.3     36.2     20.4     29.0     86.7     98.0     83.3     52.0     44.2   159  30.1  13.5  27.8  13.5  380.0  359.1  638.7  190.8  448.4
      218      8  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_16              FNYCO001 GRRD9501 KS00000005 1995061 1995130 1995140 1995223 1995305 1995305   -99   18280    7321    7321   11033 11861  0.1354    5405   711.2 0.401   4.6     6   150   521   678   338   339    12   104   132     1   250     0   266     4   131   198   129   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19798  19798      0      0  226535  226535     -99     46.8     31.0     54.0    121.9     18.7     12.4     21.6     48.8     73.1     68.7     29.3     27.5   175  27.9  11.5  25.7  13.2  380.0  390.5  589.5  251.3  338.2
      219      8  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_16              FNYCO001 GRRD9601 KS00000005 1996061 1996130 1996138 1996212 1996301 1996301   -99   29218   17262   17262   12030 23067  0.3160    5463   718.8 0.591   4.5     6   150   457   699   483   216     8    10   143     1   250     0   345     1    67   259   216   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19800  19800      0      0  226740  226740     -99     69.6     46.1     60.5    194.8     41.1     27.2     35.7    115.1    116.9     84.7     69.0     50.0   171  27.8  12.4  26.2  13.3  380.0  420.0  634.5  151.4  483.1
      220      8  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_16              FNYCO001 GRRD9701 KS00000005 1997061 1997130 1997138 1997213 1997283 1997283   -99   23251   12374   12374   10945 16263  0.3123    3962   521.3 0.532   4.2     4   100   513   722   472   249    32    50    71     1   250     0   324     3    76   229   188   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19805  19805      0      0  226762  226762     -99     50.1     35.5     49.2    232.5     26.7     18.9     26.2    123.7     93.0     71.8     49.5     38.2   153  29.4  14.6  27.2  13.6  380.0  464.3  655.2  184.9  472.3
      221      8  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_16              FNYCO001 GRRD9801 KS00000005 1998061 1998130 1998137 1998200 1998259 1998259   -99   22018   12133   12133    9937 16057  0.2560    4740   623.7 0.551   3.1     3    75   420   643   395   248     3    15    98     1   250     0   307     0    76   244   204   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19814  19814      0      0  226663  226663     -99     73.6     40.7     55.8    293.6     40.6     22.4     30.7    161.8     88.1     71.7     48.5     39.5   129  32.0  15.5  29.5  13.9  380.0  299.0  540.6  147.9  394.9
      222      8  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_16              FNYCO001 GRRD9901 KS00000005 1999061 1999130 1999139 1999211 1999288 1999288   -99   21802   11178   11178   10695 16001  0.2216    5043   663.6 0.513   4.4     6   150   516   717   382   335    15    49   138     1   250     0   278     3   119   206   165   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19804  19804      0      0  226687  226687     -99     56.5     37.2     57.0    145.3     29.0     19.1     29.2     74.5     87.2     78.4     44.7     40.2   158  29.0  13.7  27.0  13.5  380.0  385.9  585.8  203.5  382.4
      223      8  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_16              FNYCO001 GRRD0001 KS00000005 2000061 2000130 2000137 2000209 2000266 2000266   -99   16778    7094    7094    9753 11134  0.1444    4913   646.4 0.423   3.9     5   125   349   563   326   237     3    70    96     1   250     0   248     1   136   186   129   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19808  19808      0      0  226584  226584     -99    103.7     38.5     51.4    134.2     43.8     16.3     21.8     56.8     67.1     67.7     28.4     28.6   136  32.9  15.4  29.0  13.8  380.0  161.8  435.8  110.0  326.1
      224      8  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_16              FNYCO001 GRRD0101 KS00000005 2001061 2001130 2001136 2001208 2001272 2001272   -99   20004   11466   11466    8602 14820  0.2462    4658   612.9 0.573   3.7     6   150   470   710   406   304    22   105    37     1   250     0   229     6   144   164   136   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19821  19821      0      0  226880  226880     -99     55.5     33.0     49.3    133.4     31.8     18.9     28.2     76.4     80.0     87.4     45.9     50.1   142  31.9  15.2  28.8  13.8  380.0  360.7  605.3  200.4  406.1
      225      8  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_16              FNYCO001 GRRD0201 KS00000005 2002061 2002130 2002139 2002208 2002275 2002275   -99   16469    8010    8010    8524 10341  0.2517    3182   418.7 0.486   3.6     6   150   239   526   330   196     0     0   117     1   250     0   265     0   121   201   141   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19810  19810      0      0  226692  226692     -99     87.2     35.4     49.9    109.8     42.4     17.2     24.3     53.4     65.9     62.1     32.0     30.2   145  31.4  15.3  28.2  13.7  380.0  188.8  465.2  136.5  330.2
      226      8  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_16              FNYCO001 GRRD0301 KS00000005 2003061 2003130 2003138 2003210 2003283 2003283   -99   17509    9944    9944    7622 12239  0.2926    3398   447.1 0.568   3.2     6   150   382   650   330   320     4    33    99     1   250     0   275     1   114   212   170   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19807  19807      0      0  226693  226693     -99     63.1     31.8     53.1    116.7     35.8     18.1     30.2     66.3     70.0     63.7     39.8     36.2   153  30.2  14.1  27.7  13.6  380.0  277.5  550.1  221.6  329.7
      227      8  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_16              FNYCO001 GRRD0401 KS00000005 2004061 2004130 2004139 2004216 2004307 2004307   -99   29221   17025   17025   12271 22893  0.3051    5580   734.2 0.583   4.6     3    75   576   749   503   246    11    48   109     1   250     0   365     2    59   266   215   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19791  19791      0      0  226649  226649     -99     62.4     44.9     58.1    389.6     36.3     26.2     33.9    227.0    116.9     80.1     68.1     46.6   177  28.1  12.4  26.2  13.2  380.0  468.4  650.6  147.7  503.0
      228      8  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_16              FNYCO001 GRRD0501 KS00000005 2005061 2005130 2005138 2005207 2005271 2005271   -99   21240   10140   10140   11171 13313  0.2521    4023   529.3 0.477   4.3     5   125   344   645   403   242     2     5    76     1   250     0   274     0   118   200   153   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19808  19808      0      0  226746  226746     -99     70.8     37.1     52.7    169.9     33.8     17.7     25.2     81.1     85.0     77.5     40.6     37.0   141  31.6  15.0  28.8  13.8  380.0  299.8  573.1  172.2  403.0
      229      8  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_16              FNYCO001 GRRD0601 KS00000005 2006061 2006130 2006139 2006207 2006277 2006277   -99   25175   14757   14757   10495 18259  0.2874    5135   675.6 0.586   4.7     5   125   386   716   484   232     3     0    50     1   250     0   305     0   101   222   187   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19799  19799      0      0  226685  226685     -99     82.6     40.3     52.0    201.4     48.4     23.6     30.5    118.1    100.7     82.5     59.0     48.4   147  31.5  14.9  28.3  13.7  380.0  304.8  624.0  142.0  484.0
      230      8  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_16              FNYCO001 GRRD0701 KS00000005 2007061 2007130 2007137 2007210 2007270 2007270   -99   16298    6933    6933    9429  9356  0.1960    3537   465.4 0.425   3.9     5   125   367   609   348   261     2    14   125     1   250     0   265     0   124   193   123   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19808  19808      0      0  226634  226634     -99     65.4     33.7     46.9    130.4     27.8     14.3     19.9     55.5     65.2     61.5     27.7     26.2   140  31.5  15.4  28.9  13.8  380.0  249.3  483.9  138.4  347.7
      231      8  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_16              FNYCO001 GRRD0801 KS00000005 2008061 2008130 2008140 2008210 2008285 2008285   -99   20732   12325   12325    8473 14882  0.3249    3794   499.2 0.594   4.0     6   150   296   645   407   238     1     0    54     1   250     0   294     0    98   210   177   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19815  19815      0      0  226959  226959     -99     97.9     37.1     50.9    138.2     58.2     22.1     30.3     82.2     82.9     70.5     49.3     41.9   155  30.2  13.9  27.7  13.6  380.0  211.8  558.9  153.0  407.4
